"Term"	"Overlap"	"P.value"	"Adjusted.P.value"	"Old.P.value"	"Old.Adjusted.P.value"	"Z.score"	"Combined.Score"	"Genes"
"150"	"regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266)"	"1/5"	0.0193504120783017	0.100935783294809	0.0205890981169406	0.0965955845609016	3.03365623422359	-11.9678999339801	"CCNB1"
"151"	"pyrimidine nucleoside salvage (GO:0043097)"	"1/12"	0.0458214095502295	0.114885563075213	0.0440854508777627	0.110533086983376	3.8889046751536	-11.9895080455609	"TK1"
"152"	"response to estradiol (GO:0032355)"	"1/10"	0.0383310943323102	0.108709497040814	0.0374291189815835	0.106151435800229	3.94902670044843	-12.8797262958736	"WNT8B"
"153"	"positive regulation of chromosome segregation (GO:0051984)"	"1/5"	0.0193504120783017	0.100935783294809	0.0205890981169406	0.0965955845609016	3.42281236318877	-13.5031370375151	"CDC6"
"154"	"negative regulation of B cell apoptotic process (GO:0002903)"	"1/6"	0.0231759018422278	0.100935783294809	0.0239800187230996	0.0965955845609016	3.61385900831082	-13.6048863221212	"AURKB"
"155"	"chromatin silencing at telomere (GO:0006348)"	"1/6"	0.0231759018422278	0.100935783294809	0.0239800187230996	0.0965955845609016	3.68995327496659	-13.8913540136488	"DYDC2"
"156"	"resolution of meiotic recombination intermediates (GO:0000712)"	"1/12"	0.0458214095502295	0.114885563075213	0.0440854508777627	0.110533086983376	5.20138903855224	-16.0359023774095	"EME1"
"157"	"positive regulation of ubiquitin protein ligase activity (GO:1904668)"	"1/11"	0.0420834792570484	0.114885563075213	0.0407629383266113	0.110533086983376	5.09721725570475	-16.1484941509426	"FBXO5"
"158"	"attachment of spindle microtubules to kinetochore (GO:0008608)"	"1/9"	0.0345641996106278	0.108709497040814	0.0340839551904748	0.105295075856288	4.8171118687015	-16.2092771215584	"AURKB"
"159"	"positive regulation of mitochondrial depolarization (GO:0051901)"	"1/5"	0.0193504120783017	0.100935783294809	0.0205890981169406	0.0965955845609016	4.27317307980084	-16.8578454086848	"MYOC"
"160"	"negative regulation of cell-matrix adhesion (GO:0001953)"	"1/10"	0.0383310943323102	0.108709497040814	0.0374291189815835	0.106151435800229	5.23858705020037	-17.0856194454262	"MYOC"
"161"	"histone modification (GO:0016570)"	"1/5"	0.0193504120783017	0.100935783294809	0.0205890981169406	0.0965955845609016	4.38338169541728	-17.2926229779691	"AURKB"
"162"	"protein localization to kinetochore (GO:0034501)"	"1/8"	0.0307827397122075	0.104419881768861	0.0307274091726047	0.10029890163888	5.02224759303867	-17.4814451725188	"AURKB"
"163"	"positive regulation of adenylate cyclase activity (GO:0045762)"	"1/5"	0.0193504120783017	0.100935783294809	0.0205890981169406	0.0965955845609016	4.62696465614229	-18.2535678822376	"TSHR"
"164"	"mitotic spindle midzone assembly (GO:0051256)"	"1/10"	0.0383310943323102	0.108709497040814	0.0374291189815835	0.106151435800229	5.74975361790978	-18.7527860621905	"AURKB"
"165"	"regulation of mitotic metaphase/anaphase transition (GO:0030071)"	"1/7"	0.0269866590516197	0.100935783294809	0.0273594430259201	0.0965955845609016	5.69576485541105	-20.5754529825852	"CDC6"
"166"	"negative regulation of cytokinesis (GO:0032466)"	"1/6"	0.0231759018422278	0.100935783294809	0.0239800187230996	0.0965955845609016	5.50727390457467	-20.7329160446536	"AURKB"
"167"	"axon regeneration (GO:0031103)"	"1/5"	0.0193504120783017	0.100935783294809	0.0205890981169406	0.0965955845609016	5.32654746626551	-21.0134511454215	"DHFR"
"168"	"regulation of chromosome segregation (GO:0051983)"	"1/9"	0.0345641996106278	0.108709497040814	0.0340839551904748	0.105295075856288	6.51078137163225	-21.9083680029036	"AURKB"
"169"	"embryonic eye morphogenesis (GO:0048048)"	"1/7"	0.0269866590516197	0.100935783294809	0.0273594430259201	0.0965955845609016	6.09196126640327	-22.0066779072756	"MFAP2"
"170"	"phospholipid catabolic process (GO:0009395)"	"1/5"	0.0193504120783017	0.100935783294809	0.0205890981169406	0.0965955845609016	5.6781163373006	-22.400404954157	"PNLIPRP2"
"171"	"myelination in peripheral nervous system (GO:0022011)"	"1/7"	0.0269866590516197	0.100935783294809	0.0273594430259201	0.0965955845609016	6.39470544223427	-23.1003147960324	"MYOC"
"172"	"regulation of microtubule polymerization or depolymerization (GO:0031110)"	"1/6"	0.0231759018422278	0.100935783294809	0.0239800187230996	0.0965955845609016	7.07748073757418	-26.6441830354379	"SKA1"
"173"	"double-strand break repair via break-induced replication (GO:0000727)"	"1/5"	0.0193504120783017	0.100935783294809	0.0205890981169406	0.0965955845609016	7.71399546937119	-30.4320327488385	"GINS2"
