"Term"	"Overlap"	"P.value"	"Adjusted.P.value"	"Old.P.value"	"Old.Adjusted.P.value"	"Z.score"	"Combined.Score"	"Genes"
"122"	"TCF dependent signaling in response to WNT_Homo sapiens_R-HSA-201681"	"1/199"	0.542281008388747	0.608754164255754	0.555051788537456	0.623090394874306	-0.946755501085515	0.579386859854842	"WNT8B"
"123"	"Biological oxidations_Homo sapiens_R-HSA-211859"	"1/199"	0.542281008388747	0.608754164255754	0.555051788537456	0.623090394874306	-0.860809390904824	0.526790337482134	"CMBL"
"124"	"Interferon Signaling_Homo sapiens_R-HSA-913531"	"1/196"	0.53682953361092	0.608754164255754	0.54955300528921	0.623090394874306	-0.843866669433918	0.524948085763471	"IFIT3"
"125"	"Transmission across Chemical Synapses_Homo sapiens_R-HSA-112315"	"1/211"	0.563460630558498	0.628475318699863	0.576401577702919	0.642909452053256	-0.911826279520123	0.523076270125236	"SLC6A12"
"126"	"Metabolism of proteins_Homo sapiens_R-HSA-392499"	"4/1074"	0.609013005638974	0.672579370573889	0.639697077765902	0.704476528678905	-0.899505475170821	0.446078847589166	"CMA1;CDCA8;AURKB;AURKA"
"127"	"G alpha (i) signalling events_Homo sapiens_R-HSA-418594"	"1/240"	0.610732991670543	0.672579370573889	0.62396752238397	0.691530884680323	-0.894638157925227	0.441141975993295	"OPN1SW"
"128"	"Metabolism of nitric oxide_Homo sapiens_R-HSA-202131"	"1/20"	0.0752110372906287	0.157671331187583	0.0807322589231692	0.16924594039315	-0.162682240405414	0.420933348290972	"DHFR"
"129"	"Diseases of signal transduction_Homo sapiens_R-HSA-5663202"	"1/288"	0.678116306479469	0.728347143996467	0.691519940758538	0.742743640073986	-1.01167994204799	0.392973377642282	"OPN1SW"
"130"	"Metabolism of carbohydrates_Homo sapiens_R-HSA-71387"	"1/282"	0.670368610343093	0.728347143996467	0.683770207615878	0.742743640073986	-0.949778742241387	0.379842688457471	"FMOD"
"131"	"DNA Repair_Homo sapiens_R-HSA-73894"	"1/285"	0.67426519741815	0.728347143996467	0.687668441966946	0.742743640073986	-0.950468123002825	0.374609690755857	"EME1"
"132"	"Signaling by Wnt_Homo sapiens_R-HSA-195721"	"1/295"	0.686928300457565	0.733285425028321	0.700328068797058	0.74758947221281	-0.994006366595987	0.373274597020631	"WNT8B"
"133"	"eNOS activation and regulation_Homo sapiens_R-HSA-203765"	"1/20"	0.0752110372906287	0.157671331187583	0.0807322589231692	0.16924594039315	-0.1392202032221	0.360226329229223	"DHFR"
"134"	"Association of licensing factors with the pre-replicative complex_Homo sapiens_R-HSA-69298"	"1/15"	0.0569490212122719	0.133907157985612	0.0621053516996059	0.146031502645019	-0.124706778234918	0.35735959107229	"CDC6"
"135"	"SLC-mediated transmembrane transport_Homo sapiens_R-HSA-425407"	"1/268"	0.651567477718133	0.713036107691542	0.664944147227514	0.727674727154638	-0.822809071598002	0.352470272356394	"SLC6A12"
"136"	"Signaling by SCF-KIT_Homo sapiens_R-HSA-1433557"	"1/325"	0.722073364667346	0.761459184558292	0.735386250053866	0.775498227329532	-1.04738078750738	0.341057068426519	"CMA1"
"137"	"Neuronal System_Homo sapiens_R-HSA-112316"	"1/301"	0.694291582883685	0.736626435498544	0.707682871532098	0.750834266137713	-0.896684732017683	0.327167313140243	"SLC6A12"
"138"	"Depolymerisation of the Nuclear Lamina_Homo sapiens_R-HSA-4419969"	"1/15"	0.0569490212122719	0.133907157985612	0.0621053516996059	0.146031502645019	-0.110342294146259	0.316196743049565	"CCNB1"
"139"	"GABA synthesis, release, reuptake and degradation_Homo sapiens_R-HSA-888590"	"1/19"	0.0715867827051682	0.153779014699991	0.0770358846711642	0.165484492997316	-0.115362113115594	0.304191990525299	"SLC6A12"
"140"	"Metabolism of amino acids and derivatives_Homo sapiens_R-HSA-71291"	"1/335"	0.732899481626149	0.768219938571988	0.746160262756578	0.782119793491835	-0.925759887426691	0.287676847916227	"SLC6A12"
"141"	"Disease_Homo sapiens_R-HSA-1643685"	"2/725"	0.779768994569623	0.807617887232824	0.799395804808616	0.832903413393408	-0.894735865069023	0.222572314192009	"OPN1SW;FMOD"
"142"	"Gene Expression_Homo sapiens_R-HSA-74160"	"5/1631"	0.772677284615271	0.805064955227887	0.808605476162458	0.83748424316826	-0.809839175219578	0.208852503818868	"CCNB1;DDX4;CDC25C;AURKB;AURKA"
"143"	"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain_Homo sapiens_R-HSA-6804115"	"1/21"	0.078821324538075	0.163272743686012	0.0844142391936965	0.174858066901228	-0.0424583218780758	0.107868411110233	"CDC25C"
"144"	"Signaling by GPCR_Homo sapiens_R-HSA-372790"	"3/1293"	0.887559924300601	0.913819093658607	0.90781113012475	0.932622309329524	-0.841625956082813	0.100388504046673	"OPN1SW;WNT8B;TSHR"
"145"	"GPCR downstream signaling_Homo sapiens_R-HSA-388396"	"2/983"	0.90171240912732	0.921111601322276	0.916542614341084	0.932622309329524	-0.774628620216649	0.0801428033298585	"OPN1SW;TSHR"
"146"	"Cytokine Signaling in Immune system_Homo sapiens_R-HSA-1280215"	"1/620"	0.914657971864471	0.925293529676849	0.923951356735445	0.934694977162601	-0.883633530743432	0.0788246040674778	"IFIT3"
"147"	"Transmembrane transport of small molecules_Homo sapiens_R-HSA-382551"	"1/594"	0.90523036681672	0.921111601322276	0.914968538877056	0.932622309329524	-0.782019251062567	0.0778623869755469	"SLC6A12"
"148"	"Metabolism of lipids and lipoproteins_Homo sapiens_R-HSA-556833"	"1/659"	0.927089718953098	0.932448619062654	0.935719968243876	0.941128754187482	-0.856290493533704	0.0648254152120784	"PNLIPRP2"
"149"	"Na+/Cl- dependent neurotransmitter transporters_Homo sapiens_R-HSA-442660"	"1/19"	0.0715867827051682	0.153779014699991	0.0770358846711642	0.165484492997316	-0.000665147725494004	0.00175389133526582	"SLC6A12"
"150"	"Immune System_Homo sapiens_R-HSA-168256"	"1/1547"	0.998149012986972	0.998149012986972	0.998888225302479	0.998888225302479	-0.766445866921129	0.00141999594869213	"IFIT3"
"151"	"Digestion of dietary lipid_Homo sapiens_R-HSA-192456"	"1/17"	0.0642961579531819	0.143742505581315	0.0695997353979436	0.155260948195413	0.0577438809193001	-0.158463957111645	"PNLIPRP2"
"152"	"Metabolism of folate and pterines_Homo sapiens_R-HSA-196757"	"1/16"	0.0606296805274349	0.138810058049654	0.0658598504581841	0.150784394470053	0.122285054055509	-0.342761427005186	"DHFR"
"153"	"Golgi Cisternae Pericentriolar Stack Reorganization_Homo sapiens_R-HSA-162658"	"1/14"	0.0532541258766013	0.128697470868453	0.0583361836557945	0.140979110501503	0.225481421149226	-0.661264853306319	"CCNB1"
"154"	"Metabolism of Angiotensinogen to Angiotensins_Homo sapiens_R-HSA-2022377"	"1/16"	0.0606296805274349	0.138810058049654	0.0658598504581841	0.150784394470053	0.380135794186921	-1.06550950381977	"CMA1"
"155"	"Recruitment of NuMA to mitotic centrosomes_Homo sapiens_R-HSA-380320"	"1/11"	0.0420834792570484	0.110947354404946	0.046940106075111	0.123751188743474	0.407858259511554	-1.2921357650127	"CCNB1"
"156"	"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation_Homo sapiens_R-HSA-1474151"	"1/10"	0.0383310943323102	0.105866831965428	0.0431117021283342	0.119070415402066	0.588234629975041	-1.91852362785309	"DHFR"
"157"	"Keratan sulfate degradation_Homo sapiens_R-HSA-2022857"	"1/12"	0.0458214095502295	0.115549641474492	0.0507536168219231	0.124809283694664	0.662470627490882	-2.04239948821477	"FMOD"
"158"	"MASTL Facilitates Mitotic Progression_Homo sapiens_R-HSA-2465910"	"1/10"	0.0383310943323102	0.105866831965428	0.0431117021283342	0.119070415402066	0.685218448201096	-2.23483575451927	"CCNB1"
"159"	"Hormone ligand-binding receptors_Homo sapiens_R-HSA-375281"	"1/11"	0.0420834792570484	0.110947354404946	0.046940106075111	0.123751188743474	0.810878257241157	-2.56894343271914	"TSHR"
"160"	"CDC6 association with the ORC:origin complex_Homo sapiens_R-HSA-68689"	"1/11"	0.0420834792570484	0.110947354404946	0.046940106075111	0.123751188743474	0.85397691011758	-2.70548427627638	"CDC6"
"161"	"E2F-enabled inhibition of pre-replication complex formation_Homo sapiens_R-HSA-113507"	"1/10"	0.0383310943323102	0.105866831965428	0.0431117021283342	0.119070415402066	0.920621003566968	-3.0025997410523	"CCNB1"
"162"	"G2/M DNA replication checkpoint_Homo sapiens_R-HSA-69478"	"1/5"	0.0193504120783017	0.0801659928958212	0.0237442997221584	0.0960815849222224	0.816402422295005	-3.22074148865658	"CCNB1"
"163"	"Retinoid cycle disease events_Homo sapiens_R-HSA-2453864"	"1/9"	0.0345641996106278	0.105511767232443	0.0392683484819334	0.119070415402066	0.960559116205892	-3.23222074359206	"OPN1SW"
"164"	"Pyrimidine salvage reactions_Homo sapiens_R-HSA-73614"	"1/9"	0.0345641996106278	0.105511767232443	0.0392683484819334	0.119070415402066	1.01547315550153	-3.41700301667785	"TK1"
"165"	"Opsins_Homo sapiens_R-HSA-419771"	"1/9"	0.0345641996106278	0.105511767232443	0.0392683484819334	0.119070415402066	1.03156991226841	-3.47116758630055	"OPN1SW"
"166"	"Diseases associated with visual transduction_Homo sapiens_R-HSA-2474795"	"1/9"	0.0345641996106278	0.105511767232443	0.0392683484819334	0.119070415402066	1.0509428146308	-3.53635617888467	"OPN1SW"
"167"	"Activation of NIMA Kinases NEK9, NEK6, NEK7_Homo sapiens_R-HSA-2980767"	"1/7"	0.0269866590516197	0.0958301770404455	0.0315365650765636	0.111986986190246	1.01531325011083	-3.66773042261479	"CCNB1"
"168"	"Creatine metabolism_Homo sapiens_R-HSA-71288"	"1/10"	0.0383310943323102	0.105866831965428	0.0431117021283342	0.119070415402066	1.137183981262	-3.70891856088065	"SLC6A12"
"169"	"Pyrimidine biosynthesis_Homo sapiens_R-HSA-500753"	"1/6"	0.0231759018422278	0.0896134871232807	0.0276480212826136	0.106905682292773	1.05672870454952	-3.97820553199682	"TYMS"
"170"	"The retinoid cycle in cones (daylight vision)_Homo sapiens_R-HSA-2187335"	"1/6"	0.0231759018422278	0.0896134871232807	0.0276480212826136	0.106905682292773	1.28373154631275	-4.83279002184133	"OPN1SW"
"171"	"Defective ST3GAL3 causes MCT12 and EIEE15_Homo sapiens_R-HSA-3656243"	"1/7"	0.0269866590516197	0.0958301770404455	0.0315365650765636	0.111986986190246	1.36818336533189	-4.94244288863113	"FMOD"
"172"	"Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)_Homo sapiens_R-HSA-3656244"	"1/7"	0.0269866590516197	0.0958301770404455	0.0315365650765636	0.111986986190246	1.51194574002026	-5.46177190872848	"FMOD"
"173"	"Defective CHST6 causes MCDC1_Homo sapiens_R-HSA-3656225"	"1/7"	0.0269866590516197	0.0958301770404455	0.0315365650765636	0.111986986190246	1.56612486663354	-5.65748927076283	"FMOD"
"174"	"Cyclin B2 mediated events_Homo sapiens_R-HSA-157881"	"1/5"	0.0193504120783017	0.0801659928958212	0.0237442997221584	0.0960815849222224	1.75237594943697	-6.91319595575156	"CDC25C"
