geneSymbol	doid_code	doid_name	geneId	count	pubmeds_max	score_max	score_mean	associationType	source
TF	DOID:10652	Alzheimer's disease	7018	1	15	0.247484099	0.247484099	Biomarker|GeneticVariation	CTD_human|GAD|LHGDN
CLU	DOID:10652	Alzheimer's disease	1191	1	26	0.247180528	0.247180528	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
NOS3	DOID:10652	Alzheimer's disease	4846	1	13	0.241461406	0.241461406	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
VEGFA	DOID:10652	Alzheimer's disease	7422	1	10	0.236387776	0.236387776	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
PICALM	DOID:10652	Alzheimer's disease	8301	1	18	0.236289225	0.236289225	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
NCSTN	DOID:10652	Alzheimer's disease	23385	1	11	0.234226698	0.234226698	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
TFAM	DOID:10652	Alzheimer's disease	7019	1	8	0.231626126	0.231626126	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
CR1	DOID:10652	Alzheimer's disease	1378	1	11	0.231420617	0.231420617	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
CYP2D6	DOID:10652	Alzheimer's disease	1565	1	11	0.227559	0.227559	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
BIN1	DOID:10652	Alzheimer's disease	274	1	11	0.227353491	0.227353491	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
ACHE	DOID:10652	Alzheimer's disease	43	1	17	0.224909397	0.224909397	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
BLMH	DOID:10652	Alzheimer's disease	642	1	5	0.219757284	0.219757284	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
APBB2	DOID:10652	Alzheimer's disease	323	1	3	0.21947378	0.21947378	Biomarker|GeneticVariation	CTD_human|GAD|LHGDN
PCDH11X	DOID:10652	Alzheimer's disease	27328	1	3	0.21947378	0.21947378	Biomarker|GeneticVariation	CTD_human|GAD|LHGDN
GAPDHS	DOID:10652	Alzheimer's disease	26330	1	4	0.21926827	0.21926827	Biomarker|GeneticVariation	CTD_human|GAD
DHCR24	DOID:10652	Alzheimer's disease	1718	1	5	0.217851236	0.217851236	Biomarker|GeneticVariation	BeFree|CTD_human|LHGDN
ABCA7	DOID:10652	Alzheimer's disease	10347	1	9	0.216618667	0.216618667	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
SOD2	DOID:10652	Alzheimer's disease	6648	1	4	0.215406654	0.215406654	Biomarker|GeneticVariation	BeFree|CTD_human|GAD|LHGDN
IGF2R	DOID:10652	Alzheimer's disease	3482	1	3	0.214839645	0.214839645	Biomarker|GeneticVariation	CTD_human|GAD|LHGDN
CD33	DOID:10652	Alzheimer's disease	945	1	3	0.214634135	0.214634135	Biomarker|GeneticVariation	CTD_human|GAD
F2	DOID:10652	Alzheimer's disease	2147	1	3	0.212600572	0.212600572	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
CD2AP	DOID:10652	Alzheimer's disease	23607	1	3	0.212600572	0.212600572	Biomarker|GeneticVariation	BeFree|CTD_human|GAD
EPHA1	DOID:10652	Alzheimer's disease	2041	1	2	0.212317068	0.212317068	Biomarker|GeneticVariation	CTD_human|GAD
IGF1R	DOID:10652	Alzheimer's disease	3480	1	2	0.212317068	0.212317068	Biomarker|GeneticVariation	CTD_human|GAD
ND1	DOID:10652	Alzheimer's disease	4535	1	3	0.20491764	0.20491764	Biomarker|GeneticVariation	BeFree|CLINVAR|GAD
LRP1	DOID:10652	Alzheimer's disease	4035	1	28	0.151131964	0.151131964	Biomarker|GeneticVariation	BeFree|GAD|LHGDN|MGD
PIN1	DOID:10652	Alzheimer's disease	5300	1	13	0.122887659	0.122887659	Biomarker|GeneticVariation	BeFree|GAD|LHGDN|MGD
CCR5	DOID:10652	Alzheimer's disease	1234	1	5	0.10926827	0.10926827	Biomarker|GeneticVariation	GAD|RGD
PTGS1	DOID:10652	Alzheimer's disease	5742	1	7	0.105973663	0.105973663	Biomarker|GeneticVariation	BeFree|GAD|LHGDN|RGD
NOS2	DOID:10652	Alzheimer's disease	4843	1	4	0.105406654	0.105406654	Biomarker|GeneticVariation	BeFree|GAD|LHGDN|RGD
PPARGC1A	DOID:10652	Alzheimer's disease	10891	1	4	0.10491764	0.10491764	Biomarker|GeneticVariation	BeFree|GAD|RGD
CAV1	DOID:10652	Alzheimer's disease	857	1	2	0.104634135	0.104634135	Biomarker|GeneticVariation	GAD|MGD
NGF	DOID:10652	Alzheimer's disease	4803	1	7	0.10373459	0.10373459	Biomarker|GeneticVariation	BeFree|GAD|RGD
HSPD1	DOID:10652	Alzheimer's disease	3329	1	2	0.102317068	0.102317068	Biomarker|GeneticVariation	GAD|RGD
IL1A	DOID:10652	Alzheimer's disease	3552	1	38	0.067313191	0.067313191	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
SLC6A4	DOID:10652	Alzheimer's disease	6532	1	24	0.056177118	0.056177118	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ABCA1	DOID:10652	Alzheimer's disease	19	1	19	0.039596146	0.039596146	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
IL10	DOID:10652	Alzheimer's disease	3586	1	17	0.038412608	0.038412608	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CALHM1	DOID:10652	Alzheimer's disease	255022	1	19	0.037073569	0.037073569	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
TOMM40	DOID:10652	Alzheimer's disease	10452	1	21	0.034706982	0.034706982	Biomarker|GeneticVariation	BeFree|GAD
LDLR	DOID:10652	Alzheimer's disease	3949	1	19	0.034345482	0.034345482	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
GAB2	DOID:10652	Alzheimer's disease	9846	1	17	0.034139973	0.034139973	Biomarker|GeneticVariation	BeFree|GAD
GRN	DOID:10652	Alzheimer's disease	2896	1	20	0.032106898	0.032106898	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
HTR2A	DOID:10652	Alzheimer's disease	3356	1	11	0.029555357	0.029555357	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
COMT	DOID:10652	Alzheimer's disease	1312	1	9	0.024999217	0.024999217	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
UBQLN1	DOID:10652	Alzheimer's disease	29979	1	14	0.022965654	0.022965654	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CYP19A1	DOID:10652	Alzheimer's disease	1588	1	10	0.021909631	0.021909631	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
LPL	DOID:10652	Alzheimer's disease	4023	1	9	0.021753641	0.021753641	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CTNNA3	DOID:10652	Alzheimer's disease	29119	1	7	0.021675646	0.021675646	Biomarker|GeneticVariation	GAD|LHGDN
FAS	DOID:10652	Alzheimer's disease	355	1	9	0.020932091	0.020932091	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CETP	DOID:10652	Alzheimer's disease	1071	1	8	0.019876068	0.019876068	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
LRRK2	DOID:10652	Alzheimer's disease	120892	1	7	0.019876068	0.019876068	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
HLA-A	DOID:10652	Alzheimer's disease	3105	1	7	0.019025554	0.019025554	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
OLR1	DOID:10652	Alzheimer's disease	4973	1	6	0.018947559	0.018947559	Biomarker|GeneticVariation	GAD|LHGDN
CH25H	DOID:10652	Alzheimer's disease	9023	1	8	0.018820045	0.018820045	Biomarker|GeneticVariation	BeFree|GAD
CSF2	DOID:10652	Alzheimer's disease	1437	1	51	0.016492296	0.016492296	Biomarker|GeneticVariation	BeFree|GAD
APBB1	DOID:10652	Alzheimer's disease	322	1	11	0.015603433	0.015603433	Biomarker|GeneticVariation	BeFree|GAD
STH	DOID:10652	Alzheimer's disease	246744	1	9	0.015447442	0.015447442	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CCL2	DOID:10652	Alzheimer's disease	6347	1	7	0.015163938	0.015163938	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CDK1	DOID:10652	Alzheimer's disease	983	1	6	0.014958428	0.014958428	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
HTR6	DOID:10652	Alzheimer's disease	3362	1	7	0.014752919	0.014752919	Biomarker|GeneticVariation	BeFree|GAD
DAPK1	DOID:10652	Alzheimer's disease	1612	1	7	0.01418591	0.01418591	Biomarker|GeneticVariation	BeFree|GAD
TTR	DOID:10652	Alzheimer's disease	7276	1	8	0.013541394	0.013541394	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
IL1RN	DOID:10652	Alzheimer's disease	3557	1	8	0.012435851	0.012435851	Biomarker|GeneticVariation	BeFree|GAD
PON2	DOID:10652	Alzheimer's disease	5445	1	6	0.012152347	0.012152347	Biomarker|GeneticVariation	BeFree|GAD
GSTP1	DOID:10652	Alzheimer's disease	2950	1	4	0.012074352	0.012074352	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
PCK1	DOID:10652	Alzheimer's disease	5105	1	4	0.012074352	0.012074352	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
GOLM1	DOID:10652	Alzheimer's disease	51280	1	5	0.011868842	0.011868842	Biomarker|GeneticVariation	BeFree|GAD
SNCA	DOID:10652	Alzheimer's disease	6622	1	8	0.011096812	0.011096812	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
MAOA	DOID:10652	Alzheimer's disease	4128	1	7	0.010685793	0.010685793	Biomarker|GeneticVariation	BeFree|GAD
APOA1	DOID:10652	Alzheimer's disease	335	1	7	0.010118784	0.010118784	Biomarker|GeneticVariation	BeFree|GAD
VLDLR	DOID:10652	Alzheimer's disease	7436	1	7	0.010118784	0.010118784	Biomarker|GeneticVariation	BeFree|GAD
CBS	DOID:10652	Alzheimer's disease	875	1	3	0.010040789	0.010040789	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CXCL8	DOID:10652	Alzheimer's disease	3576	1	6	0.010040789	0.010040789	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
IL18	DOID:10652	Alzheimer's disease	3606	1	5	0.010040789	0.010040789	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CFH	DOID:10652	Alzheimer's disease	3075	1	4	0.009962794	0.009962794	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
LHCGR	DOID:10652	Alzheimer's disease	3973	1	4	0.009962794	0.009962794	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
SLC6A3	DOID:10652	Alzheimer's disease	6531	1	3	0.009884799	0.009884799	Biomarker|GeneticVariation	GAD|LHGDN
FGF1	DOID:10652	Alzheimer's disease	2246	1	4	0.009757284	0.009757284	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ICAM1	DOID:10652	Alzheimer's disease	3383	1	4	0.009757284	0.009757284	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
SOAT1	DOID:10652	Alzheimer's disease	6646	1	4	0.009757284	0.009757284	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
SST	DOID:10652	Alzheimer's disease	6750	1	4	0.009757284	0.009757284	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
LRPAP1	DOID:10652	Alzheimer's disease	4043	1	5	0.009551775	0.009551775	Biomarker|GeneticVariation	BeFree|GAD
CXCL12	DOID:10652	Alzheimer's disease	6387	1	5	0.009551775	0.009551775	Biomarker|GeneticVariation	BeFree|GAD
ALDH2	DOID:10652	Alzheimer's disease	217	1	4	0.00947378	0.00947378	Biomarker|GeneticVariation	GAD|LHGDN
DNMBP	DOID:10652	Alzheimer's disease	23268	1	3	0.00947378	0.00947378	Biomarker|GeneticVariation	GAD|LHGDN
TARDBP	DOID:10652	Alzheimer's disease	23435	1	9	0.009141244	0.009141244	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
IL4	DOID:10652	Alzheimer's disease	3565	1	8	0.008368725	0.008368725	Biomarker|GeneticVariation	BeFree|GAD
IFNG	DOID:10652	Alzheimer's disease	3458	1	5	0.007801716	0.007801716	Biomarker|GeneticVariation	BeFree|GAD
NPC1	DOID:10652	Alzheimer's disease	4864	1	5	0.007801716	0.007801716	Biomarker|GeneticVariation	BeFree|GAD
BACE2	DOID:10652	Alzheimer's disease	25825	1	4	0.007723721	0.007723721	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
TLR4	DOID:10652	Alzheimer's disease	7099	1	3	0.007645726	0.007645726	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
DRD3	DOID:10652	Alzheimer's disease	1814	1	5	0.007518212	0.007518212	Biomarker|GeneticVariation	BeFree|GAD
ECE1	DOID:10652	Alzheimer's disease	1889	1	4	0.007518212	0.007518212	Biomarker|GeneticVariation	BeFree|GAD
ADRB2	DOID:10652	Alzheimer's disease	154	1	3	0.007440217	0.007440217	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
HSPG2	DOID:10652	Alzheimer's disease	3339	1	2	0.007440217	0.007440217	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
NTRK2	DOID:10652	Alzheimer's disease	4915	1	2	0.007440217	0.007440217	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
UCHL1	DOID:10652	Alzheimer's disease	7345	1	4	0.007440217	0.007440217	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
SIGMAR1	DOID:10652	Alzheimer's disease	10280	1	2	0.007440217	0.007440217	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
APBA1	DOID:10652	Alzheimer's disease	320	1	3	0.007362222	0.007362222	Biomarker|GeneticVariation	GAD|LHGDN
AR	DOID:10652	Alzheimer's disease	367	1	4	0.007234707	0.007234707	Biomarker|GeneticVariation	BeFree|GAD
WWC1	DOID:10652	Alzheimer's disease	23286	1	4	0.007234707	0.007234707	Biomarker|GeneticVariation	BeFree|GAD
COX2	DOID:10652	Alzheimer's disease	4513	1	11	0.007185676	0.007185676	Biomarker|GeneticVariation	BeFree|GAD
C3	DOID:10652	Alzheimer's disease	718	1	3	0.007156712	0.007156712	Biomarker|GeneticVariation	GAD|LHGDN
NOTCH4	DOID:10652	Alzheimer's disease	4855	1	2	0.007156712	0.007156712	Biomarker|GeneticVariation	GAD|LHGDN
UBB	DOID:10652	Alzheimer's disease	7314	1	6	0.006462677	0.006462677	Biomarker|GeneticVariation	BeFree|LHGDN
GSTO1	DOID:10652	Alzheimer's disease	9446	1	5	0.006257167	0.006257167	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
CASR	DOID:10652	Alzheimer's disease	846	1	5	0.005768153	0.005768153	Biomarker|GeneticVariation	BeFree|GAD
COX1	DOID:10652	Alzheimer's disease	4512	1	6	0.005768153	0.005768153	Biomarker|GeneticVariation	BeFree|GAD
PTPRA	DOID:10652	Alzheimer's disease	5786	1	5	0.005768153	0.005768153	Biomarker|GeneticVariation	BeFree|GAD
COL25A1	DOID:10652	Alzheimer's disease	84570	1	5	0.005690158	0.005690158	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
KLC1	DOID:10652	Alzheimer's disease	3831	1	4	0.005612163	0.005612163	Biomarker|GeneticVariation	BeFree|LHGDN
PLA2G4A	DOID:10652	Alzheimer's disease	5321	1	4	0.005484649	0.005484649	Biomarker|GeneticVariation	BeFree|GAD
ALOX15	DOID:10652	Alzheimer's disease	246	1	4	0.005406654	0.005406654	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
NTF3	DOID:10652	Alzheimer's disease	4908	1	4	0.005406654	0.005406654	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
SERPINA1	DOID:10652	Alzheimer's disease	5265	1	3	0.005406654	0.005406654	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
YWHAZ	DOID:10652	Alzheimer's disease	7534	1	4	0.005406654	0.005406654	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
PARP1	DOID:10652	Alzheimer's disease	142	1	4	0.005201144	0.005201144	Biomarker|GeneticVariation	BeFree|GAD
AGT	DOID:10652	Alzheimer's disease	183	1	4	0.005201144	0.005201144	Biomarker|GeneticVariation	BeFree|GAD
SERPINE1	DOID:10652	Alzheimer's disease	5054	1	4	0.005201144	0.005201144	Biomarker|GeneticVariation	BeFree|GAD
REN	DOID:10652	Alzheimer's disease	5972	1	3	0.005201144	0.005201144	Biomarker|GeneticVariation	BeFree|GAD
GSTO2	DOID:10652	Alzheimer's disease	119391	1	3	0.005201144	0.005201144	Biomarker|GeneticVariation	BeFree|GAD
NOS1	DOID:10652	Alzheimer's disease	4842	1	3	0.005123149	0.005123149	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
PPP2R2B	DOID:10652	Alzheimer's disease	5521	1	2	0.005123149	0.005123149	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
PTGER2	DOID:10652	Alzheimer's disease	5732	1	3	0.005123149	0.005123149	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ADAM17	DOID:10652	Alzheimer's disease	6868	1	3	0.005123149	0.005123149	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
TP73	DOID:10652	Alzheimer's disease	7161	1	3	0.005123149	0.005123149	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
DDX39B	DOID:10652	Alzheimer's disease	7919	1	1	0.005123149	0.005123149	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
ABCG1	DOID:10652	Alzheimer's disease	9619	1	3	0.005123149	0.005123149	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
DKK1	DOID:10652	Alzheimer's disease	22943	1	3	0.005123149	0.005123149	Biomarker|GeneticVariation	BeFree|GAD|LHGDN
NAT2	DOID:10652	Alzheimer's disease	10	1	3	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
CFB	DOID:10652	Alzheimer's disease	629	1	3	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
F13A1	DOID:10652	Alzheimer's disease	2162	1	3	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
GSTM3	DOID:10652	Alzheimer's disease	2947	1	2	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
IL2	DOID:10652	Alzheimer's disease	3558	1	3	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
IRS1	DOID:10652	Alzheimer's disease	3667	1	3	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
MMP1	DOID:10652	Alzheimer's disease	4312	1	2	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
MMP3	DOID:10652	Alzheimer's disease	4314	1	2	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
COX3	DOID:10652	Alzheimer's disease	4514	1	3	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
PRND	DOID:10652	Alzheimer's disease	23627	1	3	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
APH1B	DOID:10652	Alzheimer's disease	83464	1	3	0.00491764	0.00491764	Biomarker|GeneticVariation	BeFree|GAD
ABL1	DOID:10652	Alzheimer's disease	25	1	2	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
ALOX12	DOID:10652	Alzheimer's disease	239	1	2	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
ANK3	DOID:10652	Alzheimer's disease	288	1	2	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
ERBB4	DOID:10652	Alzheimer's disease	2066	1	1	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
NTRK1	DOID:10652	Alzheimer's disease	4914	1	1	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
TBP	DOID:10652	Alzheimer's disease	6908	1	2	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
TIMP2	DOID:10652	Alzheimer's disease	7077	1	2	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
WT1	DOID:10652	Alzheimer's disease	7490	1	1	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
CYP7B1	DOID:10652	Alzheimer's disease	9420	1	1	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
TET1	DOID:10652	Alzheimer's disease	80312	1	1	0.004839645	0.004839645	Biomarker|GeneticVariation	GAD|LHGDN
C4B	DOID:10652	Alzheimer's disease	721	1	4	0.003167581	0.003167581	Biomarker|GeneticVariation	BeFree|GAD
ENO2	DOID:10652	Alzheimer's disease	2026	1	4	0.003167581	0.003167581	Biomarker|GeneticVariation	BeFree|GAD
GZMB	DOID:10652	Alzheimer's disease	3002	1	4	0.003167581	0.003167581	Biomarker|GeneticVariation	BeFree|GAD
MMP9	DOID:10652	Alzheimer's disease	4318	1	4	0.003167581	0.003167581	Biomarker|GeneticVariation	BeFree|GAD
DRD4	DOID:10652	Alzheimer's disease	1815	1	2	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
GPX1	DOID:10652	Alzheimer's disease	2876	1	2	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
HP	DOID:10652	Alzheimer's disease	3240	1	3	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
PLG	DOID:10652	Alzheimer's disease	5340	1	3	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
PON3	DOID:10652	Alzheimer's disease	5446	1	2	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
PTBP1	DOID:10652	Alzheimer's disease	5725	1	3	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
ATXN1	DOID:10652	Alzheimer's disease	6310	1	3	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
CCL3	DOID:10652	Alzheimer's disease	6348	1	3	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
VCAM1	DOID:10652	Alzheimer's disease	7412	1	3	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
PLA2G6	DOID:10652	Alzheimer's disease	8398	1	3	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
RTN3	DOID:10652	Alzheimer's disease	10313	1	3	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
C9orf72	DOID:10652	Alzheimer's disease	203228	1	3	0.002884077	0.002884077	Biomarker|GeneticVariation	BeFree|GAD
ACAT1	DOID:10652	Alzheimer's disease	38	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
AGTR2	DOID:10652	Alzheimer's disease	186	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
AHR	DOID:10652	Alzheimer's disease	196	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
ALB	DOID:10652	Alzheimer's disease	213	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
APEX1	DOID:10652	Alzheimer's disease	328	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
APOC2	DOID:10652	Alzheimer's disease	344	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
ARSA	DOID:10652	Alzheimer's disease	410	1	1	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
CAT	DOID:10652	Alzheimer's disease	847	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
CDKN2A	DOID:10652	Alzheimer's disease	1029	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
CNP	DOID:10652	Alzheimer's disease	1267	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
COX15	DOID:10652	Alzheimer's disease	1355	1	1	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
CREB1	DOID:10652	Alzheimer's disease	1385	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
DAB1	DOID:10652	Alzheimer's disease	1600	1	1	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
DRD1	DOID:10652	Alzheimer's disease	1812	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
EDN1	DOID:10652	Alzheimer's disease	1906	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
FDPS	DOID:10652	Alzheimer's disease	2224	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
HLA-DRB1	DOID:10652	Alzheimer's disease	3123	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
IGFBP3	DOID:10652	Alzheimer's disease	3486	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
IL12A	DOID:10652	Alzheimer's disease	3592	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
LPA	DOID:10652	Alzheimer's disease	4018	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
MMP2	DOID:10652	Alzheimer's disease	4313	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
NFE2L2	DOID:10652	Alzheimer's disease	4780	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
PIK3CA	DOID:10652	Alzheimer's disease	5290	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
PNMT	DOID:10652	Alzheimer's disease	5409	1	1	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
PTGER1	DOID:10652	Alzheimer's disease	5731	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
PTGER3	DOID:10652	Alzheimer's disease	5733	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
PTGER4	DOID:10652	Alzheimer's disease	5734	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
PTPRC	DOID:10652	Alzheimer's disease	5788	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
CCL5	DOID:10652	Alzheimer's disease	6352	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
CX3CL1	DOID:10652	Alzheimer's disease	6376	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
SLC2A1	DOID:10652	Alzheimer's disease	6513	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
SNCG	DOID:10652	Alzheimer's disease	6623	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
SREBF2	DOID:10652	Alzheimer's disease	6721	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
TAP2	DOID:10652	Alzheimer's disease	6891	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
TTPA	DOID:10652	Alzheimer's disease	7274	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
PTGES	DOID:10652	Alzheimer's disease	9536	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
BMS1	DOID:10652	Alzheimer's disease	9790	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
P3H3	DOID:10652	Alzheimer's disease	10536	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
PPIL2	DOID:10652	Alzheimer's disease	23759	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
EPC2	DOID:10652	Alzheimer's disease	26122	1	1	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
MS4A6A	DOID:10652	Alzheimer's disease	64231	1	2	0.002600572	0.002600572	Biomarker|GeneticVariation	BeFree|GAD
